nome_produto,marca,segmento,categoria,subcategoria
Condicionador Ácido Fluorídrico 5% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Attack Ácido ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Attaque F Porcelana 10% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Porcelana 10%,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Porcelana 10% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Porcelana 10% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Porcelana 10% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Porcelana 10% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Porcelana 5% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Porcelana Potenza Attacco HF ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico Pró-10,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionado Ácido Fosfórico Pró,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Blue 37% Condac ,Condac,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico 37% ,AllPrime,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico 37% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico 37% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico 37% 3 Seringas ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico 37% Ácido,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Acid Gel 37% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Alpha Etch 37% ,Alpha Etch,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Attack Ácido 37% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Attaque Gel 37% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Dental Gel 37% 3 Seringas 3ml ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Fusion Duralink 37% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Gel 37% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Gel Condaaf 37% ,Condaaf,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Gel Super Etch 37% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Gluma Etch 35% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Lysac Gel 37% ,Lysac,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Magic Acid 37% ,Magic Acid,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Potenza Attacco 35% ,Potenza,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Potenza Attacco 35% ,Potenza,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Potenza Attacco 35% Bulk ,Potenza,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Ultra Etch Gel 35% 3g ,Ultra Etch,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fosfórico Ultra Etch IndiSpense 35% ,Ultra Etch,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Poliacrílico Riva Conditioner ,Riva,Dentista,Dentística e Estética,Condicionadores Ácido
"Condicionador Ácido Poliacrílico Vitro 11,5% ",Vitro,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Porcelana 10% Condac ,Condac,Dentista,Dentística e Estética,Condicionadores Ácido 
Condicionador Ácido Porcelana 5% Condac ,Condac,Dentista,Dentística e Estética,Condicionadores Ácido 
Cone Plástico para Duplicar PPR ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Cone Polimento Acrílico Feltro Duro 1 ,,Laboratório,Materiais para Acabamento e Polimento,Polidores
Cone Polimento Acrílico Feltro Duro 2 ,,Laboratório,Materiais para Acabamento e Polimento,Polidores
Cone Polimento Acrílico Feltro Duro 3 ,,Laboratório,Materiais para Acabamento e Polimento,Polidores
Cone Polimento Acrílico Feltro Duro 4 ,,Laboratório,Materiais para Acabamento e Polimento,Polidores
Conformador de Cera Metálico ,,Laboratório,Materiais para Acabamento e Polimento,Polidores
Conjunto de Aspiração Endodôntico ,,Dentista,Endodontia,Irrigação e Aspiração
"Bráquete Cerâmico Reposição Iceram MBT 0,022 ",,Dentista,Ortodontia,Bráquetes
Bráquete de Aço Biomax Roth 022 Kit ,,Dentista,Ortodontia,Bráquetes
Bráquete de Aço Roth Light 13° 018 Kit ,,Dentista,Ortodontia,Bráquetes
Bráquete de Aço Roth Light 13° 018 Kit ,,Dentista,Ortodontia,Bráquetes
Conjunto de Pontas com Espelho para TRIOS 3 ,,Laboratório,Solução Digital,Scanner
Contra Ângulo,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo 20:1 PB ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Alegra WE,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Cd1 Led 1:1 Pb ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Cd1C Led 1:1 Pb ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo cm5C Led 1:5 Pb ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo CM5W Led Intra ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Cr20C Led 20:1 Pb ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Cr20Cs 20:1 Pb ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Endo FXM 700 PB 70:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo FX 25,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Intra FX 110 PB Prime 1:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Intra FX 110 Prime 1:1 com Trava ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Intra T10 1:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Intra T20 PB 1:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Intra WG 56 1:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Kids Descartável ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Latch Type 1:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Angulo Multiplic Wg,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Multiplicador Intra 1:5 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Multiplicador WS,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Oscilatório 16:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Oscilatório Endo FXR 160 PB 16:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo para Implante FX 200 20:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo para Implante FX 200 20:1 PB ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Para Implante Impulsion ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo para Implante LP FX 200 20:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo para Implante Smax-Sg20,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo para Implante X-Sg20L,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
"Contra Ângulo Push Botton Broca 2,35mm 1:1 ",,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Reciprocante Linear ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Redutor Intra 20:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo Redutor WG 66 LT 2:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo SGL 20:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo SGL Led 20:1 ,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo S-Max M25L,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo S-Max M95,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo S-Max M95L,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo WI,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo WP,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo WS,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo WS,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo WS,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo X25L,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra Ângulo X95L,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Contra-Ângulo Astro Soft LT,,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
"Contra-Ângulo WS-92 L Led 1:2,7 ",,Dentista,Equipamentos e Peças de Mão,Micromotores e Contra-Ângulos
Corante para Resina Final Touch ,,Dentista,Dentística e Estética,Resina Composta
Corante para Resina Final Touch Kit ,,Dentista,Dentística e Estética,Resina Composta
Kit Corante para Resina Essentia Modifier ,,Dentista,Dentística e Estética,Resina Composta
Coroa Decíduo Anterior ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Coroa Deciduo Anterior E Posterior ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Coroa Provisória Provjet ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Coroa Transparente ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Coroa Transparente ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Corpo de Escaneamento ,,Dentista,Implantodontia,Componente Protético
Corpo de Escaneamento Mini Pilar ,,Dentista,Implantodontia,Componente Protético
Corpo de Escaneamento Pilar Multi Unit ,,Dentista,Implantodontia,Componente Protético
Prendedor de Babador Jacaré Corrente ,,Dentista,Descartáveis,Produtos para Paciente
Prendedor de Babador Jacaré Corrente ,,Dentista,Descartáveis,Produtos para Paciente
Prendedor de Babador Jacaré Slim Infantil ,,Dentista,Descartáveis,Produtos para Paciente
Corretor de Classe II 3M™ Forsus™ EZ2 Module ,,Dentista,Ortodontia,Acessórios Ortodônticos
Corretor de Classe II Carriere ,,Dentista,Ortodontia,Acessórios Ortodônticos
Cover CM ,,Dentista,Implantodontia,Componente Protético
Cover HE ,,Dentista,Implantodontia,Componente Protético
Creme Dental ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental 100% ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental 3D White Mineral Clean ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental 3D White Mineral Clean ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental 3D White Perfection ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental 3M™ Clinpro™ 5000 ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Advanced Repair ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Anticáries Elmex ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Detox Deep Clean ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Detox Sensitive ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Detox Tartar Defense ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Duplo Alívio ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Gengiva Detox Tartar Defense ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Kids Mickey ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Kids Minnie ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Kids Princesas ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Kids Spider,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Máxima Proteção Anticáries ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Máxima Proteção Anticáries ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental O2 ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Opalescence Whitenning Toothpaste Cool Mint Alívio de Sensibilidade ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Pro Clinical ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Sensitive ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Stages Jasmine ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Stages Pateta ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Stages Princesas ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Stages Toy Story ,,Dentista,Higiene Oral,Cremes Dentais
Creme Dental Total 12 Professional Gengiva Saudável ,,Dentista,Higiene Oral,Cremes Dentais
Gel Dental ,,Dentista,Higiene Oral,Cremes Dentais
Gel Dental Infantil Patrulha Canina ,,Dentista,Higiene Oral,Cremes Dentais
Gel Dental Infantil Patrulha Canina Sem Flúor ,,Dentista,Higiene Oral,Cremes Dentais
Gel Dental Infantil Trolls ,,Dentista,Higiene Oral,Cremes Dentais
Gel Dental Peppa Pig ,,Dentista,Higiene Oral,Cremes Dentais
Gel Dental Tandy ,,Dentista,Higiene Oral,Cremes Dentais
Creme Massagem Facial Hyaluface 200ml ,,Dentista,Harmonização Orofacial,Dermocosméticos
Creme Juvebright Pálpebras 20ml ,,Dentista,Harmonização Orofacial,Dermocosméticos
Creme Protetor Bisnaga Rioderm Protection 92g ,,Dentista,Harmonização Orofacial,Dermocosméticos
Cristais Lapidados Para Piercing Dental ,,Dentista,Dentística e Estética,Acessórios para Dentística
Cuba para Espatulador à Vácuo ,,Laboratório,Equipamentos Laboratório,Equipamentos para Prótese Removível
Cuba para Espatulador Grande ,,Laboratório,Equipamentos Laboratório,Equipamentos para Prótese Removível
Cuba para Espatulador Pequena ,,Laboratório,Equipamentos Laboratório,Equipamentos para Prótese Removível
Cervicunha ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica de Madeira ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica de Madeira ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica de Madeira Colorida Sortida ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica de Madeira Sortida ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica Madeira ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica Madeira ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha de Madeira Colorida ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha de Madeira Sortida ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica 3D ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica Palodent V3 ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica Plástica Interproximal Ultrawedge Diamantada ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica Plástica Interproximal Ultrawedge Diamantada Sortido ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Anatômica Plástica Interproximal Ultrawedge Tulwar Sortido ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Elástica ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Elástica ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Elástica ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Elástica Ultrawedge Sortido ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Interdental Natural de Madeira ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Protetora ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunha Reflexiva ,,Dentista,Dentística e Estética,Sistemas de Matriz
Cunhas Plásticas Sortidas Mywedge ,,Dentista,Dentística e Estética,Sistemas de Matriz
Curativo Alveolar Alveogyl 10g ,,Dentista,Cirurgia e Periodontia,Curativos
Curativo Alveolar Alveolex ,,Dentista,Cirurgia e Periodontia,Curativos
Curativo Alveolar Alveolex ,,Dentista,Cirurgia e Periodontia,Curativos
Curativo Alveolar Alveolipast 10g ,,Dentista,Cirurgia e Periodontia,Curativos
Curativo Alveolar Alveolipast 2 Seringas 3g ,,Dentista,Cirurgia e Periodontia,Curativos
Curativo Estéril Circular Adulto 500unid. ,,Dentista,Cirurgia e Periodontia,Curativos
Curativo Estéril Circular Estampado Infantil 500unid. ,,Dentista,Cirurgia e Periodontia,Curativos
Pontas para Implante Implacare Impa ,,Dentista,Implantodontia,Instrumentais para Implantodontia
Cureta Longa Millennium ,,Dentista,Implantodontia,Instrumentais para Implantodontia
Cursor Mesializador e Distalizador Curto ,,Dentista,Ortodontia,Acessórios Ortodônticos
Cursor Mesializador e Distalizador Médio ,,Dentista,Ortodontia,Acessórios Ortodônticos
Curva de Spee Inferior de Alumínio ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
Curva de Spee Superior de Alumínio ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Prótese Removível
