nome_produto,marca,segmento,categoria,subcategoria
Cimento Endodôntico BioRoot RCS ,,Dentista,Cimentos,Cimento Endodôntico
Cimento Endo N-Rickert,N-Rickert,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico ,Cimento Endodôntico ,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Endofill em Pó ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Endomethasone N Pó ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Feapex ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Fill Canal em Pó ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Pulp Fill em Pó ,Pulp Fill,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Pulposul Pó 50g ,Pulpsul,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Endofill ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Pulposul Pó 50g + Líquido 10ml ,Pulpsul,Dentista,Cimentos,Cimentos Endodônticos
Kit Cimento Endodôntico Pulp Fill ,Pulp Fill,Dentista,Cimentos,Cimentos Endodônticos
Kit Cimento Fill Canal ,Fill Canal,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Hydrosealer ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Obturador Sealer 26 ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Intracanal Bio,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Fill Canal Líquido ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Pulp Fill Líquido ,Pulp Fill,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Pulposul Líquido 10ml ,Pulpsul,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico MTA Fillapex ,,Dentista,Cimentos,Cimento Endodôntico
Cimento Endodôntico MTA Fillapex ,,Dentista,Cimentos,Cimento Endodôntico
Cimento Endodôntico MTA Fillapex ,,Dentista,Cimentos,Cimento Endodôntico
Cimento Endodôntico MTA Fillapex Seringa Dupla 4g + Ponta Misturadora Intracanal ,,Dentista,Cimentos,Cimento Endodôntico
Cimento Reparador MTA ,,Dentista,Cimentos,Cimento Endodôntico
"Cimento Reparador MTA 0,28g 2 Aplicações ",,Dentista,Cimentos,Cimento Endodôntico
Cimento Reparador MTA 1g 7 Aplicações ,,Dentista,Cimentos,Cimento Endodôntico
Cimento Reparador MTA Repair HP ,,Dentista,Cimentos,Cimento Endodôntico
Cimento Endodôntico Sealer Plus ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Selador AH Plus Jet ,Sealapex,Dentista,Cimentos,Cimentos Endodônticos
Cimento Endodôntico Sealapex Base + Catalisador ,Sealapex,Dentista,Cimentos,Cimentos Endodônticos
Cimento Forrador de Hidróxido de Cálcio Biocal ,Biocal,Dentista,Cimentos,Cimentos para Forramento
Cimento Forrador de Hidróxido de Cálcio Dycal ,Dycal ,Dentista,Cimentos,Cimentos para Forramento
Cimento Forrador de Hidróxido de Cálcio Hidrox-cal,Hidrox-cal,Dentista,Cimentos,Cimentos para Forramento
Cimento Forrador de Hidróxido de Cálcio Hydcal ,Hydcal,Dentista,Cimentos,Cimentos para Forramento
Cimento Forrador de Hidróxido de Cálcio Hydro C ,Hydro C,Dentista,Cimentos,Cimentos para Forramento
Cimento Forrador de Hidróxido de Cálcio Liner ,Liner,Dentista,Cimentos,Cimentos para Forramento
Cimento Forrador de Hidróxido de Cálcio Ultra,Ultra,Dentista,Cimentos,Cimentos para Forramento
Cimento Ortodôntico para Levante de Mordida Potenza Orthoblue ,,Dentista,Ortodontia,Acessórios Ortodônticos
Cimento Ortodôntico para Levante de Mordida Potenza Orthoblue ,,Dentista,Ortodontia,Acessórios Ortodônticos
Cimento Obturador Provisório 25g ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Obturador Provisório CAVITEMP 25g ,,Dentista,Cimentos,Cimentos Provisórios
Cimento Obturador Provisório com Flúor ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Obturador Provisório Microfill Normal 25g ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Provisório 3M™ RelyX™ Temp NE ,,Dentista,Cimentos,Cimentos Provisórios
Cimento Provisório Provicol ,,Dentista,Cimentos,Cimentos Provisórios
Cimento Provisório Provisory ,,Dentista,Cimentos,Cimentos Provisórios
Cimento Provisório Provitemp ,,Dentista,Cimentos,Cimentos Provisórios
Cimento Provisório Pulpo,,Dentista,Cimentos,Cimentos Provisórios
Cimento Provisório Pulpo,,Dentista,Cimentos,Cimentos Provisórios
Cimento Provisório Temp,,Dentista,Cimentos,Cimentos Provisórios
Cimento Provisório Temp Cem NE ,,Dentista,Cimentos,Cimentos Provisórios
Obturador Provisório ,,Dentista,Cimentos,Cimentos Endodônticos
Obturador Provisório com Flúor ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Resinoso 3M™ Dual RelyX™ ARC ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso 3M™ Dual Relyx™ U200 ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso 3M™ Dual RelyX™ Ultimate ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso 3M™ RelyX™ Veneer Try,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Allcem Core ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Auto Multilink N System Pack ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Allcem Base ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Allcem Catalisador ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Allcem Corpo Duplo ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Autoadesivo Panavia SA Luting Multi Automix ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Autoadesivo Panavia SA Luting Multi Handmix ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Autoadesivo RelyX U200 Clicker ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Bifix QM Universal ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Calibra Ceram ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Calibra Universal ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Clearfil DC Core Plus ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Force Base ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Force Catalisador ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Force Corpo Duplo ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual LuxaCore Z ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Maxcem Elite Universal ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Megalink ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Panavia V5 Corpo Duplo ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual seT PP ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Variolink N Base ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Variolink N Catalisador ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Dual Ycem 4all Universal Translux ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
"Cimento Resinoso Dualafix 2,5G ",,Dentista,Cimentos,Cimentos para Cimentação Definitiva
"Cimento Resinoso Dualafix Catalizador 2,5G ",,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Fill Magic Dual Cement ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Foto 3M™ Relyx™ Veneer ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Foto Allcem Veneer APS ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Foto Allcem Veneer Try,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Foto Natures Try,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Foto Natures Veneer ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Foto NX3 Light,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Fotoativado Variolink Esthetic LC ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Master Cement LC ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Multilink N ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Multilink N ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Multilink Speed ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso NX3 Dual,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso NX3 Try,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Variolink Esthetic LC Try,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Variolink N Try,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Resinoso Ycem Veneer ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Variolink Esthetic DC ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Kit Cimento Resinoso Dual Superpost Cement+ ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Kit Cimento Resinoso Dual Superpost Cement+ ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Kit Cimento Resinoso Dual Superpost Cement+ ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Kit Cimento Resinoso Dual Variolink N ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Kit Cimento Resinoso Foto Variolink Esthetic LC ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Kit Color Cimento Resinoso Panavia V5 ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Kit Intro Cimento Resinoso NX3 ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Mini Kit Cimento Resinoso Foto Allcem Veneer APS ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Restaurador Biocerâmico Base e Forramento CIMMO DTA ,,Dentista,Cimentos,Cimentos Endodônticos
Cimento Restaurador Mri Intermediário Líquido 15Ml ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Restaurador Mri Intermediário Pó 30G ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cimento Restaurador MRI Intermediário CJ ,,Dentista,Cimentos,Cimentos para Cimentação Definitiva
Cinta Profilática 4x120mm ,,Dentista,Dentística e Estética,Clareadores Dentais
Cinzel Alexander Goiva Millennium ,,Dentista,Cirurgia e Periodontia,Instrumentais Cirúrgicos
Clareador Claridex Evolution 22% ,Claridex,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Easy White ,Eazy White,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Gel Lysmile ,Lysmile,Dentista,Dentística e Estética,Clareadores Dentais
"Clareador Lysmile 16% 3 Seringas 2,5ml ",Lysmile,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Lysmile Gel ,Lysmile,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Magic White 10% ,Magic White,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Magic White 16% ,Magic White,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Mix Night ,Mix  ,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Mix Night ,Mix  ,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Mix One Supreme ,Mix  ,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Mix One Supreme 35% ,Mix  ,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Opalescence 35% PF Regular ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Opalescence Boost PF 40% ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Opalescence Endo 35% ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Opalescence PF 1 Seringa ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Opalescence PF 16% ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Opalescence PF 35% Regular ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Opalescence PF 5 Seringas ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Opalescence™ PF ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Opalescence™ PF ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Pola Day ,Pola,Dentista,Dentística e Estética,Clareadores Dentais
"Clareador Pola Day 7,5% ",Pola,Dentista,Dentística e Estética,Clareadores Dentais
"Clareador Pola Day 9,5% ",Pola,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Pola Night ,Pola,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Pola Night ,Pola,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Pola Night ,Pola,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco H2O2 ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco PF ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco PF ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco PF 10% ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco PF 16% ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco PF 22% ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco PF 35% ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco PRO SS 38% H2O2 ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Potenza Bianco PRO SS 38% H2O2 On ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Power Bleaching ,Power Bleaching,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Power Bleaching ,Power Bleaching,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Smart White 6% ,Smart White,Dentista,Dentística e Estética,Clareadores Dentais
Clareador White Class ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Automixx 6% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness HP 35% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness HP Mini kit ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Perborato ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Perfect 10% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Perfect 16% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Perfect 22% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Simple ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Simple ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Simple 22% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Simple 22% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Whiteness Super Endo ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Power Bleaching com Aroma – Maquira,Power Bleaching,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Whiteness Simple 10% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Cavex In Office Bite & White ,Cavex,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Clàriant Office ,Clariante,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Pola Office Plus ,Pola,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Pola Office Plus ,Pola,Dentista,Dentística e Estética,Clareadores Dentais
Clareador Total Blanc Home Kit ,Total Blanc,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Opalescence Boost PF ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Pola Day ,Pola,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Pola Night ,Pola,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Pola Office Bulk ,Pola,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Potenza Bianco Pro 35% ,Potenza,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Power Bleaching com Aroma ,Power Bleaching,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador White Class ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Whiteness HP Blue 35% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Whiteness HP Maxx ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Whiteness Perfect 10% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Whiteness Perfect 16% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareador Whiteness Perfect 22% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Kit Clareadores Opalescence Boost PF 40% e Opalescence Go 15% + Barreira Gengival OpalDam ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Mini Kit Clareador Opalescence GO ,Opalescence,Dentista,Dentística e Estética,Clareadores Dentais
Mini Kit Clareador Whiteness HP Blue ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Mini Kit Clareador Whiteness HP Maxx ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Mini Kit Clareador Whiteness Perfect 16% ,Whiteness,Dentista,Dentística e Estética,Clareadores Dentais
Clinômetro Laboratorial ,,Laboratório,Instrumentos e Ferramentas,Articuladores e Acessórios
Solução Injetável de Cloreto de Potássio 10% 10ml ,,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
Solução Injetável de Cloreto de Potássio 15% 10ml ,,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
"Solução Injetável de Cloreto de Potássio 19,1% 10ml ",,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
"Solução Injetável de Cloreto de Sódio 0,9% ",,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
"Solução Injetável de Cloreto de Sódio 0,9% ",,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
"Solução Injetável de Cloreto de Sódio 0,9% ",,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
"Solução Injetável de Cloreto de Sódio 0,9% 20ml ",,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
"Solução Injetável de Cloreto de Sódio 0,9% 500ml ",,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
Solução Injetável de Cloreto de Sódio 10ml ,,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
Solução Injetável de Cloreto de Sódio 20% 20ml ,,Dentista,Cirurgia e Periodontia,Antissépticos e Medicamentos
Clorexidina Clorexoral Frasco 2% ,,Dentista,Endodontia,Irrigação e Aspiração
Clorexidina Clorexoral Gel 2% ,,Dentista,Endodontia,Irrigação e Aspiração
Clorexidina Clorexoral Solução 100ml ,,Dentista,Endodontia,Irrigação e Aspiração
Clorhexidina 2% ,,Dentista,Endodontia,Irrigação e Aspiração
Clorhexidina 2% ,,Dentista,Endodontia,Irrigação e Aspiração
Clorhexidina 2% ,,Dentista,Endodontia,Irrigação e Aspiração
Clorhexidina Cleanform 2% ,,Dentista,Endodontia,Irrigação e Aspiração
Clorhexidina Cleanform 2% ,,Dentista,Endodontia,Irrigação e Aspiração
Clorhexidina Gel 2% ,,Dentista,Endodontia,Irrigação e Aspiração
Cluster Led ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Led Azul + Laser Vermelho ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Led Infravermelho ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Led Linear Âmbar ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Led Linear Azul ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Led Linear Vermelho + Infravermelho ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Maxx Led Âmbar + Laser Vermelho 590Nm ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Maxx Led Âmbar 590Nm ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Maxx Led Azul + Laser Vermelho 470Nm ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Maxx Led Azul 470Nm ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Maxx Led Infravermelho 850Nm ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Maxx Led Verde 530Nm ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Maxx Led Vermelho 660Nm ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cluster Maxx Led Violeta ,,Dentista,Harmonização Orofacial,Equipamentos para HOF
Cobertura Para Seringa ,,Dentista,Descartáveis,Barreiras de Proteção
Coletor de Materiais Perfurocortantes 7L ,,Dentista,Biossegurança,Gerenciamento de Resíduos
Coletor de Materiais Químicos Perfurocortantes ,,Dentista,Biossegurança,Gerenciamento de Resíduos
Coletor de Material Perfuro Cortante 10L,,Dentista,Biossegurança,Gerenciamento de Resíduos
"Coletor de Material Perfuro Cortante 1,5L ",,Dentista,Biossegurança,Gerenciamento de Resíduos
Coletor de Material Perfuro Cortante Descarbox Ecologic 3L,,Dentista,Biossegurança,Gerenciamento de Resíduos
Coletor de Material Perfuro Cortante Descarbox Ecologic 7L,,Dentista,Biossegurança,Gerenciamento de Resíduos
Coletor de Material Perfuro Cortante Descarbox Ecologic 13L,,Dentista,Biossegurança,Gerenciamento de Resíduos
Coletor de Material Perfuro Cortante Descarbox Ecologic 20L,,Dentista,Biossegurança,Gerenciamento de Resíduos
Coletor de Material Perfurocortante 3L ,,Dentista,Biossegurança,Gerenciamento de Resíduos
Colgadura ,,Radiologia,Imagem e Radiologia,Acessórios para Radiologia
Colgadura ,,Radiologia,Imagem e Radiologia,Acessórios para Radiologia
Colgadura ,,Radiologia,Imagem e Radiologia,Acessórios para Radiologia
Colgadura ,,Radiologia,Imagem e Radiologia,Acessórios para Radiologia
Colgadura ,,Radiologia,Imagem e Radiologia,Acessórios para Radiologia
Colgadura Individual ,,Radiologia,Imagem e Radiologia,Acessórios para Radiologia
Colgadura Individual ,,Radiologia,Imagem e Radiologia,Acessórios para Radiologia
Colgadura Individual ,,Radiologia,Imagem e Radiologia,Acessórios para Radiologia
Colgadura Simples ,,Radiologia,Imagem e Radiologia,Acessórios para Radiologia
Colocador de Elástico Simples Azul ,,Dentista,Ortodontia,Acessórios Ortodônticos
Colocador de Elastique ,,Dentista,Ortodontia,Acessórios Ortodônticos
Colocador de Elastique Colors ,,Dentista,Ortodontia,Acessórios Ortodônticos
Colocador de Elastique Duplo Colors ,,Dentista,Ortodontia,Acessórios Ortodônticos
Colocador de Elastique Duplo Quality Line ,,Dentista,Ortodontia,Acessórios Ortodônticos
Colocador de Elastique Haste Inox ,,Dentista,Ortodontia,Acessórios Ortodônticos
Colocador de Elastique Simples Colors ,,Dentista,Ortodontia,Acessórios Ortodônticos
Colocador de Elastique Simples Quality Line ,,Dentista,Ortodontia,Acessórios Ortodônticos
Colocador Metálico para Elástico Duplo ,,Dentista,Ortodontia,Acessórios Ortodônticos
Colocador Metálico para Elástico Simples ,,Dentista,Ortodontia,Acessórios Ortodônticos
Compressa Cirúrgica Estéril Non Woven ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa Cirúrgica Estéril Non Woven ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa Cirúrgica Toalha Para Mãos Non Woven ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze 09 Fios Não Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze 11 Fios ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze 11 Fios Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze 11 Fios Não Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze 13 Fios ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze 13 Fios ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze 13 Fios Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze 13 Fios Não Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze 9 Fios Não Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
"Compressa de Gaze Estéril 9 Fios 7,5 x 7,5cm ",,Dentista,Descartáveis,Produtos para Procedimentos
"Compressa de Gaze Estrela 13 Fios 7,5x7,5cm ",,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze Estrela 13 Fios Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze Estrela 13 Fios Não Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze Íris 9 Fios Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze Íris 9 Fios Não Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze Max 11 Fios Não Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze Nídia 11 Fios ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze Nídia 11 Fios Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze Nídia 11 Fios Estéril ,,Dentista,Descartáveis,Produtos para Procedimentos
Compressa de Gaze Non Woven ,,Dentista,Descartáveis,Produtos para Procedimentos
Concha Para Cera Flexível ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Escultura
Concha para Cera Inox ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Escultura
Concha Para Cera Inox ,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Escultura
Concha para Cera Tri,,Laboratório,Instrumentos e Ferramentas,Instrumentos para Escultura
Condensador Duplo 9091 Millennium ,,Dentista,Dentística e Estética,Acessórios para Dentística
Condensador de Guta,,Dentista,Endodontia,Instrumentais Endodônticos
Condensador de Guta,,Dentista,Endodontia,Instrumentais Endodônticos
Condensador de Guta,,Dentista,Endodontia,Instrumentais Endodônticos
Condensador de Guta 25mm ,,Dentista,Endodontia,Instrumentais Endodônticos
Condensador de Guta Finger Spread ,,Dentista,Endodontia,Instrumentais Endodônticos
Condensador de Guta Mcspadden Maillefer ,,Dentista,Endodontia,Instrumentais Endodônticos
Condicionador Ácido Fluorídrico 10% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico 10% ,,Dentista,Dentística e Estética,Condicionadores Ácido
Condicionador Ácido Fluorídrico 10% 1 Seringa ,,Dentista,Dentística e Estética,Condicionadores Ácido
